,year_month,year,month,day,deaths,date
1265,2003M04,2003,4,17.0,62,2003-04-17
1266,2003M04,2003,4,18.0,48,2003-04-18
1267,2003M04,2003,4,19.0,58,2003-04-19
1268,2003M04,2003,4,20.0,57,2003-04-20
1269,2003M04,2003,4,21.0,42,2003-04-21
1270,2003M04,2003,4,22.0,59,2003-04-22
1271,2003M04,2003,4,23.0,59,2003-04-23
1272,2003M04,2003,4,24.0,57,2003-04-24
1273,2003M04,2003,4,25.0,61,2003-04-25
1274,2003M04,2003,4,26.0,51,2003-04-26
1275,2003M04,2003,4,27.0,54,2003-04-27
1276,2003M04,2003,4,28.0,52,2003-04-28
1277,2003M04,2003,4,29.0,47,2003-04-29
1278,2003M04,2003,4,30.0,56,2003-04-30
1281,2003M05,2003,5,1.0,58,2003-05-01
1282,2003M05,2003,5,2.0,56,2003-05-02
1283,2003M05,2003,5,3.0,54,2003-05-03
1284,2003M05,2003,5,4.0,51,2003-05-04
1285,2003M05,2003,5,5.0,60,2003-05-05
1286,2003M05,2003,5,6.0,57,2003-05-06
1287,2003M05,2003,5,7.0,68,2003-05-07
1288,2003M05,2003,5,8.0,58,2003-05-08
1289,2003M05,2003,5,9.0,56,2003-05-09
1290,2003M05,2003,5,10.0,51,2003-05-10
1291,2003M05,2003,5,11.0,42,2003-05-11
1292,2003M05,2003,5,12.0,42,2003-05-12
1293,2003M05,2003,5,13.0,46,2003-05-13
1294,2003M05,2003,5,14.0,43,2003-05-14
1295,2003M05,2003,5,15.0,49,2003-05-15
1296,2003M05,2003,5,16.0,42,2003-05-16
1297,2003M05,2003,5,17.0,47,2003-05-17
1298,2003M05,2003,5,18.0,44,2003-05-18
1299,2003M05,2003,5,19.0,52,2003-05-19
1300,2003M05,2003,5,20.0,39,2003-05-20
1301,2003M05,2003,5,21.0,53,2003-05-21
1302,2003M05,2003,5,22.0,38,2003-05-22
1303,2003M05,2003,5,23.0,53,2003-05-23
1304,2003M05,2003,5,24.0,53,2003-05-24
1305,2003M05,2003,5,25.0,62,2003-05-25
1306,2003M05,2003,5,26.0,52,2003-05-26
1307,2003M05,2003,5,27.0,46,2003-05-27
1308,2003M05,2003,5,28.0,40,2003-05-28
1309,2003M05,2003,5,29.0,39,2003-05-29
1310,2003M05,2003,5,30.0,48,2003-05-30
1311,2003M05,2003,5,31.0,49,2003-05-31
1313,2003M06,2003,6,1.0,37,2003-06-01
1314,2003M06,2003,6,2.0,40,2003-06-02
1315,2003M06,2003,6,3.0,44,2003-06-03
1316,2003M06,2003,6,4.0,54,2003-06-04
1317,2003M06,2003,6,5.0,56,2003-06-05
1318,2003M06,2003,6,6.0,50,2003-06-06
1319,2003M06,2003,6,7.0,51,2003-06-07
1320,2003M06,2003,6,8.0,40,2003-06-08
1321,2003M06,2003,6,9.0,45,2003-06-09
1322,2003M06,2003,6,10.0,52,2003-06-10
1323,2003M06,2003,6,11.0,46,2003-06-11
1324,2003M06,2003,6,12.0,59,2003-06-12
1325,2003M06,2003,6,13.0,53,2003-06-13
1326,2003M06,2003,6,14.0,53,2003-06-14
1327,2003M06,2003,6,15.0,55,2003-06-15
1328,2003M06,2003,6,16.0,61,2003-06-16
1329,2003M06,2003,6,17.0,50,2003-06-17
1330,2003M06,2003,6,18.0,43,2003-06-18
1331,2003M06,2003,6,19.0,50,2003-06-19
1332,2003M06,2003,6,20.0,46,2003-06-20
1333,2003M06,2003,6,21.0,49,2003-06-21
1334,2003M06,2003,6,22.0,49,2003-06-22
1335,2003M06,2003,6,23.0,41,2003-06-23
1336,2003M06,2003,6,24.0,50,2003-06-24
1337,2003M06,2003,6,25.0,56,2003-06-25
1338,2003M06,2003,6,26.0,43,2003-06-26
1339,2003M06,2003,6,27.0,42,2003-06-27
1340,2003M06,2003,6,28.0,59,2003-06-28
1341,2003M06,2003,6,29.0,43,2003-06-29
1342,2003M06,2003,6,30.0,50,2003-06-30
1345,2003M07,2003,7,1.0,56,2003-07-01
1346,2003M07,2003,7,2.0,27,2003-07-02
1347,2003M07,2003,7,3.0,49,2003-07-03
1348,2003M07,2003,7,4.0,49,2003-07-04
1349,2003M07,2003,7,5.0,43,2003-07-05
1350,2003M07,2003,7,6.0,49,2003-07-06
1351,2003M07,2003,7,7.0,47,2003-07-07
1352,2003M07,2003,7,8.0,42,2003-07-08
1353,2003M07,2003,7,9.0,50,2003-07-09
1354,2003M07,2003,7,10.0,51,2003-07-10
1355,2003M07,2003,7,11.0,47,2003-07-11
1356,2003M07,2003,7,12.0,54,2003-07-12
1357,2003M07,2003,7,13.0,47,2003-07-13
1358,2003M07,2003,7,14.0,54,2003-07-14
1359,2003M07,2003,7,15.0,46,2003-07-15
1360,2003M07,2003,7,16.0,67,2003-07-16
1361,2003M07,2003,7,17.0,51,2003-07-17
1362,2003M07,2003,7,18.0,50,2003-07-18
1363,2003M07,2003,7,19.0,44,2003-07-19
1364,2003M07,2003,7,20.0,49,2003-07-20
1365,2003M07,2003,7,21.0,59,2003-07-21
1366,2003M07,2003,7,22.0,53,2003-07-22
1367,2003M07,2003,7,23.0,55,2003-07-23
1368,2003M07,2003,7,24.0,42,2003-07-24
1369,2003M07,2003,7,25.0,47,2003-07-25
1370,2003M07,2003,7,26.0,51,2003-07-26
1371,2003M07,2003,7,27.0,48,2003-07-27
1372,2003M07,2003,7,28.0,60,2003-07-28
1373,2003M07,2003,7,29.0,38,2003-07-29
1374,2003M07,2003,7,30.0,51,2003-07-30
1375,2003M07,2003,7,31.0,57,2003-07-31
1377,2003M08,2003,8,1.0,44,2003-08-01
1378,2003M08,2003,8,2.0,48,2003-08-02
1379,2003M08,2003,8,3.0,61,2003-08-03
1380,2003M08,2003,8,4.0,40,2003-08-04
1381,2003M08,2003,8,5.0,62,2003-08-05
1382,2003M08,2003,8,6.0,52,2003-08-06
1383,2003M08,2003,8,7.0,47,2003-08-07
1384,2003M08,2003,8,8.0,48,2003-08-08
1385,2003M08,2003,8,9.0,48,2003-08-09
1386,2003M08,2003,8,10.0,43,2003-08-10
1387,2003M08,2003,8,11.0,61,2003-08-11
1388,2003M08,2003,8,12.0,60,2003-08-12
1389,2003M08,2003,8,13.0,55,2003-08-13
1390,2003M08,2003,8,14.0,57,2003-08-14
1391,2003M08,2003,8,15.0,52,2003-08-15
1392,2003M08,2003,8,16.0,53,2003-08-16
1393,2003M08,2003,8,17.0,62,2003-08-17
1394,2003M08,2003,8,18.0,57,2003-08-18
1395,2003M08,2003,8,19.0,48,2003-08-19
1396,2003M08,2003,8,20.0,67,2003-08-20
1397,2003M08,2003,8,21.0,59,2003-08-21
1398,2003M08,2003,8,22.0,34,2003-08-22
1399,2003M08,2003,8,23.0,54,2003-08-23
1400,2003M08,2003,8,24.0,50,2003-08-24
1401,2003M08,2003,8,25.0,60,2003-08-25
1402,2003M08,2003,8,26.0,43,2003-08-26
1403,2003M08,2003,8,27.0,38,2003-08-27
1404,2003M08,2003,8,28.0,44,2003-08-28
1405,2003M08,2003,8,29.0,41,2003-08-29
1406,2003M08,2003,8,30.0,61,2003-08-30
1407,2003M08,2003,8,31.0,48,2003-08-31
1409,2003M09,2003,9,1.0,45,2003-09-01
1410,2003M09,2003,9,2.0,42,2003-09-02
1411,2003M09,2003,9,3.0,46,2003-09-03
1412,2003M09,2003,9,4.0,53,2003-09-04
1413,2003M09,2003,9,5.0,44,2003-09-05
1414,2003M09,2003,9,6.0,51,2003-09-06
1415,2003M09,2003,9,7.0,49,2003-09-07
1416,2003M09,2003,9,8.0,39,2003-09-08
1417,2003M09,2003,9,9.0,54,2003-09-09
1418,2003M09,2003,9,10.0,73,2003-09-10
1419,2003M09,2003,9,11.0,38,2003-09-11
1420,2003M09,2003,9,12.0,47,2003-09-12
1421,2003M09,2003,9,13.0,53,2003-09-13
1422,2003M09,2003,9,14.0,45,2003-09-14
1423,2003M09,2003,9,15.0,52,2003-09-15
1424,2003M09,2003,9,16.0,54,2003-09-16
1425,2003M09,2003,9,17.0,62,2003-09-17
1426,2003M09,2003,9,18.0,46,2003-09-18
1427,2003M09,2003,9,19.0,59,2003-09-19
1428,2003M09,2003,9,20.0,58,2003-09-20
1429,2003M09,2003,9,21.0,62,2003-09-21
1430,2003M09,2003,9,22.0,51,2003-09-22
1431,2003M09,2003,9,23.0,55,2003-09-23
1432,2003M09,2003,9,24.0,51,2003-09-24
1433,2003M09,2003,9,25.0,46,2003-09-25
1434,2003M09,2003,9,26.0,46,2003-09-26
1435,2003M09,2003,9,27.0,53,2003-09-27
1436,2003M09,2003,9,28.0,58,2003-09-28
1437,2003M09,2003,9,29.0,45,2003-09-29
1438,2003M09,2003,9,30.0,41,2003-09-30
1441,2003M10,2003,10,1.0,46,2003-10-01
1442,2003M10,2003,10,2.0,54,2003-10-02
1443,2003M10,2003,10,3.0,46,2003-10-03
1444,2003M10,2003,10,4.0,53,2003-10-04
1445,2003M10,2003,10,5.0,68,2003-10-05
1446,2003M10,2003,10,6.0,50,2003-10-06
1447,2003M10,2003,10,7.0,47,2003-10-07
1448,2003M10,2003,10,8.0,57,2003-10-08
1449,2003M10,2003,10,9.0,51,2003-10-09
1450,2003M10,2003,10,10.0,50,2003-10-10
1451,2003M10,2003,10,11.0,54,2003-10-11
1452,2003M10,2003,10,12.0,51,2003-10-12
1453,2003M10,2003,10,13.0,47,2003-10-13
1454,2003M10,2003,10,14.0,32,2003-10-14
1455,2003M10,2003,10,15.0,50,2003-10-15
1456,2003M10,2003,10,16.0,38,2003-10-16
1457,2003M10,2003,10,17.0,45,2003-10-17
1458,2003M10,2003,10,18.0,63,2003-10-18
1459,2003M10,2003,10,19.0,56,2003-10-19
1460,2003M10,2003,10,20.0,48,2003-10-20
1461,2003M10,2003,10,21.0,51,2003-10-21
1462,2003M10,2003,10,22.0,59,2003-10-22
1463,2003M10,2003,10,23.0,52,2003-10-23
1464,2003M10,2003,10,24.0,42,2003-10-24
1465,2003M10,2003,10,25.0,53,2003-10-25
1466,2003M10,2003,10,26.0,59,2003-10-26
1467,2003M10,2003,10,27.0,68,2003-10-27
1468,2003M10,2003,10,28.0,50,2003-10-28
1469,2003M10,2003,10,29.0,56,2003-10-29
1470,2003M10,2003,10,30.0,46,2003-10-30
1471,2003M10,2003,10,31.0,60,2003-10-31
1473,2003M11,2003,11,1.0,51,2003-11-01
1474,2003M11,2003,11,2.0,53,2003-11-02
1475,2003M11,2003,11,3.0,55,2003-11-03
1476,2003M11,2003,11,4.0,74,2003-11-04
1477,2003M11,2003,11,5.0,51,2003-11-05
1478,2003M11,2003,11,6.0,47,2003-11-06
1479,2003M11,2003,11,7.0,31,2003-11-07
1480,2003M11,2003,11,8.0,58,2003-11-08
1481,2003M11,2003,11,9.0,69,2003-11-09
1482,2003M11,2003,11,10.0,53,2003-11-10
1483,2003M11,2003,11,11.0,54,2003-11-11
1484,2003M11,2003,11,12.0,49,2003-11-12
1485,2003M11,2003,11,13.0,46,2003-11-13
1486,2003M11,2003,11,14.0,39,2003-11-14
1487,2003M11,2003,11,15.0,45,2003-11-15
1488,2003M11,2003,11,16.0,49,2003-11-16
1489,2003M11,2003,11,17.0,60,2003-11-17
1490,2003M11,2003,11,18.0,54,2003-11-18
1491,2003M11,2003,11,19.0,40,2003-11-19
1492,2003M11,2003,11,20.0,39,2003-11-20
1493,2003M11,2003,11,21.0,52,2003-11-21
1494,2003M11,2003,11,22.0,53,2003-11-22
1495,2003M11,2003,11,23.0,43,2003-11-23
1496,2003M11,2003,11,24.0,52,2003-11-24
1497,2003M11,2003,11,25.0,40,2003-11-25
1498,2003M11,2003,11,26.0,49,2003-11-26
1499,2003M11,2003,11,27.0,48,2003-11-27
1500,2003M11,2003,11,28.0,55,2003-11-28
1501,2003M11,2003,11,29.0,51,2003-11-29
1502,2003M11,2003,11,30.0,40,2003-11-30
1505,2003M12,2003,12,1.0,57,2003-12-01
1506,2003M12,2003,12,2.0,49,2003-12-02
1507,2003M12,2003,12,3.0,51,2003-12-03
1508,2003M12,2003,12,4.0,45,2003-12-04
1509,2003M12,2003,12,5.0,51,2003-12-05
1510,2003M12,2003,12,6.0,49,2003-12-06
1511,2003M12,2003,12,7.0,48,2003-12-07
1512,2003M12,2003,12,8.0,56,2003-12-08
1513,2003M12,2003,12,9.0,55,2003-12-09
1514,2003M12,2003,12,10.0,60,2003-12-10
1515,2003M12,2003,12,11.0,63,2003-12-11
1516,2003M12,2003,12,12.0,59,2003-12-12
1517,2003M12,2003,12,13.0,57,2003-12-13
1518,2003M12,2003,12,14.0,51,2003-12-14
1519,2003M12,2003,12,15.0,69,2003-12-15
1520,2003M12,2003,12,16.0,44,2003-12-16
1521,2003M12,2003,12,17.0,46,2003-12-17
1522,2003M12,2003,12,18.0,52,2003-12-18
1523,2003M12,2003,12,19.0,58,2003-12-19
1524,2003M12,2003,12,20.0,66,2003-12-20
1525,2003M12,2003,12,21.0,52,2003-12-21
1526,2003M12,2003,12,22.0,48,2003-12-22
1527,2003M12,2003,12,23.0,59,2003-12-23
1528,2003M12,2003,12,24.0,71,2003-12-24
1529,2003M12,2003,12,25.0,51,2003-12-25
1530,2003M12,2003,12,26.0,48,2003-12-26
1531,2003M12,2003,12,27.0,52,2003-12-27
1532,2003M12,2003,12,28.0,63,2003-12-28
1533,2003M12,2003,12,29.0,65,2003-12-29
1534,2003M12,2003,12,30.0,70,2003-12-30
1535,2003M12,2003,12,31.0,56,2003-12-31
1537,2004M01,2004,1,1.0,64,2004-01-01
1538,2004M01,2004,1,2.0,51,2004-01-02
1539,2004M01,2004,1,3.0,61,2004-01-03
1540,2004M01,2004,1,4.0,57,2004-01-04
1541,2004M01,2004,1,5.0,64,2004-01-05
1542,2004M01,2004,1,6.0,55,2004-01-06
1543,2004M01,2004,1,7.0,56,2004-01-07
1544,2004M01,2004,1,8.0,57,2004-01-08
1545,2004M01,2004,1,9.0,55,2004-01-09
1546,2004M01,2004,1,10.0,57,2004-01-10
1547,2004M01,2004,1,11.0,63,2004-01-11
1548,2004M01,2004,1,12.0,67,2004-01-12
1549,2004M01,2004,1,13.0,80,2004-01-13
1550,2004M01,2004,1,14.0,44,2004-01-14
1551,2004M01,2004,1,15.0,63,2004-01-15
1552,2004M01,2004,1,16.0,73,2004-01-16
1553,2004M01,2004,1,17.0,67,2004-01-17
1554,2004M01,2004,1,18.0,61,2004-01-18
1555,2004M01,2004,1,19.0,58,2004-01-19
1556,2004M01,2004,1,20.0,62,2004-01-20
1557,2004M01,2004,1,21.0,59,2004-01-21
1558,2004M01,2004,1,22.0,54,2004-01-22
1559,2004M01,2004,1,23.0,59,2004-01-23
1560,2004M01,2004,1,24.0,67,2004-01-24
1561,2004M01,2004,1,25.0,65,2004-01-25
1562,2004M01,2004,1,26.0,83,2004-01-26
1563,2004M01,2004,1,27.0,70,2004-01-27
1564,2004M01,2004,1,28.0,66,2004-01-28
1565,2004M01,2004,1,29.0,68,2004-01-29
1566,2004M01,2004,1,30.0,57,2004-01-30
1567,2004M01,2004,1,31.0,53,2004-01-31
1569,2004M02,2004,2,1.0,58,2004-02-01
1570,2004M02,2004,2,2.0,48,2004-02-02
1571,2004M02,2004,2,3.0,56,2004-02-03
1572,2004M02,2004,2,4.0,63,2004-02-04
1573,2004M02,2004,2,5.0,82,2004-02-05
1574,2004M02,2004,2,6.0,69,2004-02-06
1575,2004M02,2004,2,7.0,58,2004-02-07
1576,2004M02,2004,2,8.0,61,2004-02-08
1577,2004M02,2004,2,9.0,58,2004-02-09
1578,2004M02,2004,2,10.0,59,2004-02-10
1579,2004M02,2004,2,11.0,68,2004-02-11
1580,2004M02,2004,2,12.0,51,2004-02-12
1581,2004M02,2004,2,13.0,52,2004-02-13
1582,2004M02,2004,2,14.0,67,2004-02-14
1583,2004M02,2004,2,15.0,59,2004-02-15
1584,2004M02,2004,2,16.0,59,2004-02-16
1585,2004M02,2004,2,17.0,62,2004-02-17
1586,2004M02,2004,2,18.0,46,2004-02-18
1587,2004M02,2004,2,19.0,51,2004-02-19
1588,2004M02,2004,2,20.0,55,2004-02-20
1589,2004M02,2004,2,21.0,50,2004-02-21
1590,2004M02,2004,2,22.0,63,2004-02-22
1591,2004M02,2004,2,23.0,70,2004-02-23
1592,2004M02,2004,2,24.0,47,2004-02-24
1593,2004M02,2004,2,25.0,48,2004-02-25
1594,2004M02,2004,2,26.0,37,2004-02-26
1595,2004M02,2004,2,27.0,50,2004-02-27
1596,2004M02,2004,2,28.0,49,2004-02-28
1597,2004M02,2004,2,29.0,42,2004-02-29
1601,2004M03,2004,3,1.0,54,2004-03-01
1602,2004M03,2004,3,2.0,45,2004-03-02
1603,2004M03,2004,3,3.0,58,2004-03-03
1604,2004M03,2004,3,4.0,49,2004-03-04
1605,2004M03,2004,3,5.0,43,2004-03-05
1606,2004M03,2004,3,6.0,63,2004-03-06
1607,2004M03,2004,3,7.0,54,2004-03-07
1608,2004M03,2004,3,8.0,51,2004-03-08
1609,2004M03,2004,3,9.0,67,2004-03-09
1610,2004M03,2004,3,10.0,54,2004-03-10
1611,2004M03,2004,3,11.0,58,2004-03-11
1612,2004M03,2004,3,12.0,40,2004-03-12
1613,2004M03,2004,3,13.0,51,2004-03-13
1614,2004M03,2004,3,14.0,60,2004-03-14
1615,2004M03,2004,3,15.0,63,2004-03-15
1616,2004M03,2004,3,16.0,62,2004-03-16
1617,2004M03,2004,3,17.0,56,2004-03-17
1618,2004M03,2004,3,18.0,58,2004-03-18
1619,2004M03,2004,3,19.0,42,2004-03-19
1620,2004M03,2004,3,20.0,62,2004-03-20
1621,2004M03,2004,3,21.0,44,2004-03-21
1622,2004M03,2004,3,22.0,52,2004-03-22
1623,2004M03,2004,3,23.0,52,2004-03-23
1624,2004M03,2004,3,24.0,43,2004-03-24
1625,2004M03,2004,3,25.0,53,2004-03-25
1626,2004M03,2004,3,26.0,42,2004-03-26
1627,2004M03,2004,3,27.0,52,2004-03-27
1628,2004M03,2004,3,28.0,43,2004-03-28
1629,2004M03,2004,3,29.0,41,2004-03-29
1630,2004M03,2004,3,30.0,47,2004-03-30
1631,2004M03,2004,3,31.0,57,2004-03-31
1633,2004M04,2004,4,1.0,51,2004-04-01
1634,2004M04,2004,4,2.0,48,2004-04-02
1635,2004M04,2004,4,3.0,44,2004-04-03
1636,2004M04,2004,4,4.0,35,2004-04-04
1637,2004M04,2004,4,5.0,50,2004-04-05
1638,2004M04,2004,4,6.0,44,2004-04-06
1639,2004M04,2004,4,7.0,54,2004-04-07
1640,2004M04,2004,4,8.0,54,2004-04-08
1641,2004M04,2004,4,9.0,48,2004-04-09
1642,2004M04,2004,4,10.0,43,2004-04-10
1643,2004M04,2004,4,11.0,45,2004-04-11
1644,2004M04,2004,4,12.0,43,2004-04-12
1645,2004M04,2004,4,13.0,55,2004-04-13
1646,2004M04,2004,4,14.0,48,2004-04-14
1647,2004M04,2004,4,15.0,38,2004-04-15
1648,2004M04,2004,4,16.0,41,2004-04-16
1649,2004M04,2004,4,17.0,58,2004-04-17
1650,2004M04,2004,4,18.0,53,2004-04-18
1651,2004M04,2004,4,19.0,43,2004-04-19
1652,2004M04,2004,4,20.0,38,2004-04-20
1653,2004M04,2004,4,21.0,44,2004-04-21
1654,2004M04,2004,4,22.0,52,2004-04-22
1655,2004M04,2004,4,23.0,53,2004-04-23
1656,2004M04,2004,4,24.0,61,2004-04-24
1657,2004M04,2004,4,25.0,44,2004-04-25
1658,2004M04,2004,4,26.0,56,2004-04-26
1659,2004M04,2004,4,27.0,46,2004-04-27
1660,2004M04,2004,4,28.0,48,2004-04-28
1661,2004M04,2004,4,29.0,55,2004-04-29
1662,2004M04,2004,4,30.0,56,2004-04-30
1665,2004M05,2004,5,1.0,43,2004-05-01
1666,2004M05,2004,5,2.0,60,2004-05-02
1667,2004M05,2004,5,3.0,57,2004-05-03
1668,2004M05,2004,5,4.0,50,2004-05-04
1669,2004M05,2004,5,5.0,51,2004-05-05
1670,2004M05,2004,5,6.0,45,2004-05-06
1671,2004M05,2004,5,7.0,45,2004-05-07
1672,2004M05,2004,5,8.0,51,2004-05-08
1673,2004M05,2004,5,9.0,55,2004-05-09
1674,2004M05,2004,5,10.0,43,2004-05-10
1675,2004M05,2004,5,11.0,54,2004-05-11
1676,2004M05,2004,5,12.0,49,2004-05-12
1677,2004M05,2004,5,13.0,36,2004-05-13
1678,2004M05,2004,5,14.0,39,2004-05-14
1679,2004M05,2004,5,15.0,39,2004-05-15
1680,2004M05,2004,5,16.0,34,2004-05-16
1681,2004M05,2004,5,17.0,57,2004-05-17
1682,2004M05,2004,5,18.0,50,2004-05-18
1683,2004M05,2004,5,19.0,55,2004-05-19
1684,2004M05,2004,5,20.0,49,2004-05-20
1685,2004M05,2004,5,21.0,56,2004-05-21
1686,2004M05,2004,5,22.0,50,2004-05-22
1687,2004M05,2004,5,23.0,58,2004-05-23
1688,2004M05,2004,5,24.0,48,2004-05-24
1689,2004M05,2004,5,25.0,51,2004-05-25
1690,2004M05,2004,5,26.0,46,2004-05-26
1691,2004M05,2004,5,27.0,40,2004-05-27
1692,2004M05,2004,5,28.0,42,2004-05-28
1693,2004M05,2004,5,29.0,45,2004-05-29
1694,2004M05,2004,5,30.0,39,2004-05-30
1695,2004M05,2004,5,31.0,61,2004-05-31
1697,2004M06,2004,6,1.0,57,2004-06-01
1698,2004M06,2004,6,2.0,40,2004-06-02
1699,2004M06,2004,6,3.0,54,2004-06-03
1700,2004M06,2004,6,4.0,50,2004-06-04
1701,2004M06,2004,6,5.0,57,2004-06-05
1702,2004M06,2004,6,6.0,38,2004-06-06
1703,2004M06,2004,6,7.0,51,2004-06-07
1704,2004M06,2004,6,8.0,48,2004-06-08
1705,2004M06,2004,6,9.0,50,2004-06-09
1706,2004M06,2004,6,10.0,65,2004-06-10
1707,2004M06,2004,6,11.0,57,2004-06-11
1708,2004M06,2004,6,12.0,50,2004-06-12
1709,2004M06,2004,6,13.0,41,2004-06-13
1710,2004M06,2004,6,14.0,41,2004-06-14
1711,2004M06,2004,6,15.0,39,2004-06-15
1712,2004M06,2004,6,16.0,66,2004-06-16
1713,2004M06,2004,6,17.0,50,2004-06-17
1714,2004M06,2004,6,18.0,45,2004-06-18
1715,2004M06,2004,6,19.0,51,2004-06-19
1716,2004M06,2004,6,20.0,49,2004-06-20
1717,2004M06,2004,6,21.0,51,2004-06-21
1718,2004M06,2004,6,22.0,43,2004-06-22
1719,2004M06,2004,6,23.0,43,2004-06-23
1720,2004M06,2004,6,24.0,40,2004-06-24
1721,2004M06,2004,6,25.0,41,2004-06-25
1722,2004M06,2004,6,26.0,47,2004-06-26
1723,2004M06,2004,6,27.0,46,2004-06-27
1724,2004M06,2004,6,28.0,39,2004-06-28
1725,2004M06,2004,6,29.0,54,2004-06-29
1726,2004M06,2004,6,30.0,46,2004-06-30
1729,2004M07,2004,7,1.0,44,2004-07-01
1730,2004M07,2004,7,2.0,44,2004-07-02
1731,2004M07,2004,7,3.0,52,2004-07-03
1732,2004M07,2004,7,4.0,41,2004-07-04
1733,2004M07,2004,7,5.0,46,2004-07-05
1734,2004M07,2004,7,6.0,52,2004-07-06
1735,2004M07,2004,7,7.0,41,2004-07-07
1736,2004M07,2004,7,8.0,42,2004-07-08
1737,2004M07,2004,7,9.0,65,2004-07-09
1738,2004M07,2004,7,10.0,51,2004-07-10
1739,2004M07,2004,7,11.0,43,2004-07-11
1740,2004M07,2004,7,12.0,44,2004-07-12
1741,2004M07,2004,7,13.0,43,2004-07-13
1742,2004M07,2004,7,14.0,54,2004-07-14
1743,2004M07,2004,7,15.0,41,2004-07-15
1744,2004M07,2004,7,16.0,46,2004-07-16
1745,2004M07,2004,7,17.0,52,2004-07-17
1746,2004M07,2004,7,18.0,44,2004-07-18
1747,2004M07,2004,7,19.0,48,2004-07-19
1748,2004M07,2004,7,20.0,60,2004-07-20
1749,2004M07,2004,7,21.0,66,2004-07-21
1750,2004M07,2004,7,22.0,51,2004-07-22
1751,2004M07,2004,7,23.0,44,2004-07-23
1752,2004M07,2004,7,24.0,54,2004-07-24
1753,2004M07,2004,7,25.0,54,2004-07-25
1754,2004M07,2004,7,26.0,53,2004-07-26
1755,2004M07,2004,7,27.0,43,2004-07-27
1756,2004M07,2004,7,28.0,31,2004-07-28
1757,2004M07,2004,7,29.0,37,2004-07-29
1758,2004M07,2004,7,30.0,45,2004-07-30
1759,2004M07,2004,7,31.0,54,2004-07-31
1761,2004M08,2004,8,1.0,60,2004-08-01
1762,2004M08,2004,8,2.0,51,2004-08-02
1763,2004M08,2004,8,3.0,41,2004-08-03
1764,2004M08,2004,8,4.0,45,2004-08-04
1765,2004M08,2004,8,5.0,52,2004-08-05
1766,2004M08,2004,8,6.0,35,2004-08-06
1767,2004M08,2004,8,7.0,42,2004-08-07
1768,2004M08,2004,8,8.0,59,2004-08-08
1769,2004M08,2004,8,9.0,50,2004-08-09
1770,2004M08,2004,8,10.0,44,2004-08-10
1771,2004M08,2004,8,11.0,52,2004-08-11
1772,2004M08,2004,8,12.0,33,2004-08-12
1773,2004M08,2004,8,13.0,59,2004-08-13
1774,2004M08,2004,8,14.0,47,2004-08-14
1775,2004M08,2004,8,15.0,50,2004-08-15
1776,2004M08,2004,8,16.0,52,2004-08-16
1777,2004M08,2004,8,17.0,33,2004-08-17
1778,2004M08,2004,8,18.0,45,2004-08-18
1779,2004M08,2004,8,19.0,63,2004-08-19
1780,2004M08,2004,8,20.0,29,2004-08-20
1781,2004M08,2004,8,21.0,42,2004-08-21
1782,2004M08,2004,8,22.0,40,2004-08-22
1783,2004M08,2004,8,23.0,42,2004-08-23
1784,2004M08,2004,8,24.0,39,2004-08-24
1785,2004M08,2004,8,25.0,37,2004-08-25
1786,2004M08,2004,8,26.0,41,2004-08-26
1787,2004M08,2004,8,27.0,42,2004-08-27
1788,2004M08,2004,8,28.0,45,2004-08-28
1789,2004M08,2004,8,29.0,43,2004-08-29
1790,2004M08,2004,8,30.0,46,2004-08-30
1791,2004M08,2004,8,31.0,47,2004-08-31
1793,2004M09,2004,9,1.0,44,2004-09-01
1794,2004M09,2004,9,2.0,42,2004-09-02
1795,2004M09,2004,9,3.0,43,2004-09-03
1796,2004M09,2004,9,4.0,46,2004-09-04
1797,2004M09,2004,9,5.0,61,2004-09-05
1798,2004M09,2004,9,6.0,53,2004-09-06
1799,2004M09,2004,9,7.0,39,2004-09-07
1800,2004M09,2004,9,8.0,56,2004-09-08
1801,2004M09,2004,9,9.0,44,2004-09-09
1802,2004M09,2004,9,10.0,41,2004-09-10
1803,2004M09,2004,9,11.0,44,2004-09-11
1804,2004M09,2004,9,12.0,38,2004-09-12
1805,2004M09,2004,9,13.0,53,2004-09-13
1806,2004M09,2004,9,14.0,44,2004-09-14
1807,2004M09,2004,9,15.0,55,2004-09-15
1808,2004M09,2004,9,16.0,39,2004-09-16
1809,2004M09,2004,9,17.0,44,2004-09-17
1810,2004M09,2004,9,18.0,52,2004-09-18
1811,2004M09,2004,9,19.0,34,2004-09-19
1812,2004M09,2004,9,20.0,37,2004-09-20
1813,2004M09,2004,9,21.0,61,2004-09-21
1814,2004M09,2004,9,22.0,44,2004-09-22
1815,2004M09,2004,9,23.0,46,2004-09-23
1816,2004M09,2004,9,24.0,43,2004-09-24
1817,2004M09,2004,9,25.0,71,2004-09-25
1818,2004M09,2004,9,26.0,45,2004-09-26
1819,2004M09,2004,9,27.0,49,2004-09-27
1820,2004M09,2004,9,28.0,32,2004-09-28
1821,2004M09,2004,9,29.0,53,2004-09-29
1822,2004M09,2004,9,30.0,35,2004-09-30
1825,2004M10,2004,10,1.0,50,2004-10-01
1826,2004M10,2004,10,2.0,62,2004-10-02
1827,2004M10,2004,10,3.0,35,2004-10-03
1828,2004M10,2004,10,4.0,51,2004-10-04
