,year_month,year,month,day,deaths,date
1,2000M01,2000,1,1.0,65,2000-01-01
2,2000M01,2000,1,2.0,69,2000-01-02
3,2000M01,2000,1,3.0,65,2000-01-03
4,2000M01,2000,1,4.0,63,2000-01-04
5,2000M01,2000,1,5.0,64,2000-01-05
6,2000M01,2000,1,6.0,53,2000-01-06
7,2000M01,2000,1,7.0,52,2000-01-07
8,2000M01,2000,1,8.0,50,2000-01-08
9,2000M01,2000,1,9.0,67,2000-01-09
10,2000M01,2000,1,10.0,68,2000-01-10
11,2000M01,2000,1,11.0,51,2000-01-11
12,2000M01,2000,1,12.0,77,2000-01-12
13,2000M01,2000,1,13.0,53,2000-01-13
14,2000M01,2000,1,14.0,76,2000-01-14
15,2000M01,2000,1,15.0,67,2000-01-15
16,2000M01,2000,1,16.0,58,2000-01-16
17,2000M01,2000,1,17.0,77,2000-01-17
18,2000M01,2000,1,18.0,64,2000-01-18
19,2000M01,2000,1,19.0,70,2000-01-19
20,2000M01,2000,1,20.0,63,2000-01-20
21,2000M01,2000,1,21.0,58,2000-01-21
22,2000M01,2000,1,22.0,62,2000-01-22
23,2000M01,2000,1,23.0,73,2000-01-23
24,2000M01,2000,1,24.0,77,2000-01-24
25,2000M01,2000,1,25.0,61,2000-01-25
26,2000M01,2000,1,26.0,62,2000-01-26
27,2000M01,2000,1,27.0,65,2000-01-27
28,2000M01,2000,1,28.0,59,2000-01-28
29,2000M01,2000,1,29.0,63,2000-01-29
30,2000M01,2000,1,30.0,70,2000-01-30
31,2000M01,2000,1,31.0,78,2000-01-31
33,2000M02,2000,2,1.0,91,2000-02-01
34,2000M02,2000,2,2.0,74,2000-02-02
35,2000M02,2000,2,3.0,59,2000-02-03
36,2000M02,2000,2,4.0,68,2000-02-04
37,2000M02,2000,2,5.0,80,2000-02-05
38,2000M02,2000,2,6.0,58,2000-02-06
39,2000M02,2000,2,7.0,72,2000-02-07
40,2000M02,2000,2,8.0,68,2000-02-08
41,2000M02,2000,2,9.0,75,2000-02-09
42,2000M02,2000,2,10.0,68,2000-02-10
43,2000M02,2000,2,11.0,65,2000-02-11
44,2000M02,2000,2,12.0,75,2000-02-12
45,2000M02,2000,2,13.0,69,2000-02-13
46,2000M02,2000,2,14.0,57,2000-02-14
47,2000M02,2000,2,15.0,64,2000-02-15
48,2000M02,2000,2,16.0,49,2000-02-16
49,2000M02,2000,2,17.0,66,2000-02-17
50,2000M02,2000,2,18.0,69,2000-02-18
51,2000M02,2000,2,19.0,71,2000-02-19
52,2000M02,2000,2,20.0,52,2000-02-20
53,2000M02,2000,2,21.0,65,2000-02-21
54,2000M02,2000,2,22.0,57,2000-02-22
55,2000M02,2000,2,23.0,51,2000-02-23
56,2000M02,2000,2,24.0,61,2000-02-24
57,2000M02,2000,2,25.0,56,2000-02-25
58,2000M02,2000,2,26.0,48,2000-02-26
59,2000M02,2000,2,27.0,52,2000-02-27
60,2000M02,2000,2,28.0,54,2000-02-28
61,2000M02,2000,2,29.0,54,2000-02-29
65,2000M03,2000,3,1.0,48,2000-03-01
66,2000M03,2000,3,2.0,53,2000-03-02
67,2000M03,2000,3,3.0,49,2000-03-03
68,2000M03,2000,3,4.0,49,2000-03-04
69,2000M03,2000,3,5.0,56,2000-03-05
70,2000M03,2000,3,6.0,57,2000-03-06
71,2000M03,2000,3,7.0,40,2000-03-07
72,2000M03,2000,3,8.0,43,2000-03-08
73,2000M03,2000,3,9.0,58,2000-03-09
74,2000M03,2000,3,10.0,47,2000-03-10
75,2000M03,2000,3,11.0,57,2000-03-11
76,2000M03,2000,3,12.0,55,2000-03-12
77,2000M03,2000,3,13.0,56,2000-03-13
78,2000M03,2000,3,14.0,61,2000-03-14
79,2000M03,2000,3,15.0,46,2000-03-15
80,2000M03,2000,3,16.0,52,2000-03-16
81,2000M03,2000,3,17.0,50,2000-03-17
82,2000M03,2000,3,18.0,54,2000-03-18
83,2000M03,2000,3,19.0,55,2000-03-19
84,2000M03,2000,3,20.0,42,2000-03-20
85,2000M03,2000,3,21.0,42,2000-03-21
86,2000M03,2000,3,22.0,54,2000-03-22
87,2000M03,2000,3,23.0,61,2000-03-23
88,2000M03,2000,3,24.0,48,2000-03-24
89,2000M03,2000,3,25.0,42,2000-03-25
90,2000M03,2000,3,26.0,56,2000-03-26
91,2000M03,2000,3,27.0,53,2000-03-27
92,2000M03,2000,3,28.0,56,2000-03-28
93,2000M03,2000,3,29.0,51,2000-03-29
94,2000M03,2000,3,30.0,54,2000-03-30
95,2000M03,2000,3,31.0,45,2000-03-31
97,2000M04,2000,4,1.0,50,2000-04-01
98,2000M04,2000,4,2.0,64,2000-04-02
99,2000M04,2000,4,3.0,43,2000-04-03
100,2000M04,2000,4,4.0,55,2000-04-04
101,2000M04,2000,4,5.0,63,2000-04-05
102,2000M04,2000,4,6.0,48,2000-04-06
103,2000M04,2000,4,7.0,41,2000-04-07
104,2000M04,2000,4,8.0,59,2000-04-08
105,2000M04,2000,4,9.0,41,2000-04-09
106,2000M04,2000,4,10.0,57,2000-04-10
107,2000M04,2000,4,11.0,40,2000-04-11
108,2000M04,2000,4,12.0,45,2000-04-12
109,2000M04,2000,4,13.0,53,2000-04-13
110,2000M04,2000,4,14.0,46,2000-04-14
111,2000M04,2000,4,15.0,55,2000-04-15
112,2000M04,2000,4,16.0,50,2000-04-16
113,2000M04,2000,4,17.0,44,2000-04-17
114,2000M04,2000,4,18.0,39,2000-04-18
115,2000M04,2000,4,19.0,57,2000-04-19
116,2000M04,2000,4,20.0,47,2000-04-20
117,2000M04,2000,4,21.0,52,2000-04-21
118,2000M04,2000,4,22.0,44,2000-04-22
119,2000M04,2000,4,23.0,57,2000-04-23
120,2000M04,2000,4,24.0,54,2000-04-24
121,2000M04,2000,4,25.0,51,2000-04-25
122,2000M04,2000,4,26.0,42,2000-04-26
123,2000M04,2000,4,27.0,42,2000-04-27
124,2000M04,2000,4,28.0,37,2000-04-28
125,2000M04,2000,4,29.0,53,2000-04-29
126,2000M04,2000,4,30.0,37,2000-04-30
129,2000M05,2000,5,1.0,37,2000-05-01
130,2000M05,2000,5,2.0,42,2000-05-02
131,2000M05,2000,5,3.0,49,2000-05-03
132,2000M05,2000,5,4.0,45,2000-05-04
133,2000M05,2000,5,5.0,44,2000-05-05
134,2000M05,2000,5,6.0,35,2000-05-06
135,2000M05,2000,5,7.0,49,2000-05-07
136,2000M05,2000,5,8.0,54,2000-05-08
137,2000M05,2000,5,9.0,52,2000-05-09
138,2000M05,2000,5,10.0,50,2000-05-10
139,2000M05,2000,5,11.0,57,2000-05-11
140,2000M05,2000,5,12.0,49,2000-05-12
141,2000M05,2000,5,13.0,44,2000-05-13
142,2000M05,2000,5,14.0,37,2000-05-14
143,2000M05,2000,5,15.0,53,2000-05-15
144,2000M05,2000,5,16.0,53,2000-05-16
145,2000M05,2000,5,17.0,54,2000-05-17
146,2000M05,2000,5,18.0,35,2000-05-18
147,2000M05,2000,5,19.0,44,2000-05-19
148,2000M05,2000,5,20.0,48,2000-05-20
149,2000M05,2000,5,21.0,48,2000-05-21
150,2000M05,2000,5,22.0,51,2000-05-22
151,2000M05,2000,5,23.0,48,2000-05-23
152,2000M05,2000,5,24.0,54,2000-05-24
153,2000M05,2000,5,25.0,43,2000-05-25
154,2000M05,2000,5,26.0,44,2000-05-26
155,2000M05,2000,5,27.0,57,2000-05-27
156,2000M05,2000,5,28.0,50,2000-05-28
157,2000M05,2000,5,29.0,54,2000-05-29
158,2000M05,2000,5,30.0,39,2000-05-30
159,2000M05,2000,5,31.0,47,2000-05-31
161,2000M06,2000,6,1.0,46,2000-06-01
162,2000M06,2000,6,2.0,49,2000-06-02
163,2000M06,2000,6,3.0,34,2000-06-03
164,2000M06,2000,6,4.0,48,2000-06-04
165,2000M06,2000,6,5.0,62,2000-06-05
166,2000M06,2000,6,6.0,44,2000-06-06
167,2000M06,2000,6,7.0,33,2000-06-07
168,2000M06,2000,6,8.0,56,2000-06-08
169,2000M06,2000,6,9.0,46,2000-06-09
170,2000M06,2000,6,10.0,55,2000-06-10
171,2000M06,2000,6,11.0,40,2000-06-11
172,2000M06,2000,6,12.0,53,2000-06-12
173,2000M06,2000,6,13.0,40,2000-06-13
174,2000M06,2000,6,14.0,43,2000-06-14
175,2000M06,2000,6,15.0,46,2000-06-15
176,2000M06,2000,6,16.0,53,2000-06-16
177,2000M06,2000,6,17.0,42,2000-06-17
178,2000M06,2000,6,18.0,44,2000-06-18
179,2000M06,2000,6,19.0,45,2000-06-19
180,2000M06,2000,6,20.0,41,2000-06-20
181,2000M06,2000,6,21.0,57,2000-06-21
182,2000M06,2000,6,22.0,46,2000-06-22
183,2000M06,2000,6,23.0,39,2000-06-23
184,2000M06,2000,6,24.0,50,2000-06-24
185,2000M06,2000,6,25.0,49,2000-06-25
186,2000M06,2000,6,26.0,50,2000-06-26
187,2000M06,2000,6,27.0,35,2000-06-27
188,2000M06,2000,6,28.0,42,2000-06-28
189,2000M06,2000,6,29.0,44,2000-06-29
190,2000M06,2000,6,30.0,35,2000-06-30
193,2000M07,2000,7,1.0,40,2000-07-01
194,2000M07,2000,7,2.0,41,2000-07-02
195,2000M07,2000,7,3.0,48,2000-07-03
196,2000M07,2000,7,4.0,51,2000-07-04
197,2000M07,2000,7,5.0,51,2000-07-05
198,2000M07,2000,7,6.0,45,2000-07-06
199,2000M07,2000,7,7.0,52,2000-07-07
200,2000M07,2000,7,8.0,44,2000-07-08
201,2000M07,2000,7,9.0,39,2000-07-09
202,2000M07,2000,7,10.0,52,2000-07-10
203,2000M07,2000,7,11.0,32,2000-07-11
204,2000M07,2000,7,12.0,47,2000-07-12
205,2000M07,2000,7,13.0,53,2000-07-13
206,2000M07,2000,7,14.0,43,2000-07-14
207,2000M07,2000,7,15.0,40,2000-07-15
208,2000M07,2000,7,16.0,40,2000-07-16
209,2000M07,2000,7,17.0,38,2000-07-17
210,2000M07,2000,7,18.0,40,2000-07-18
211,2000M07,2000,7,19.0,33,2000-07-19
212,2000M07,2000,7,20.0,41,2000-07-20
213,2000M07,2000,7,21.0,35,2000-07-21
214,2000M07,2000,7,22.0,58,2000-07-22
215,2000M07,2000,7,23.0,37,2000-07-23
216,2000M07,2000,7,24.0,40,2000-07-24
217,2000M07,2000,7,25.0,51,2000-07-25
218,2000M07,2000,7,26.0,40,2000-07-26
219,2000M07,2000,7,27.0,47,2000-07-27
220,2000M07,2000,7,28.0,40,2000-07-28
221,2000M07,2000,7,29.0,34,2000-07-29
222,2000M07,2000,7,30.0,43,2000-07-30
223,2000M07,2000,7,31.0,35,2000-07-31
225,2000M08,2000,8,1.0,37,2000-08-01
226,2000M08,2000,8,2.0,50,2000-08-02
227,2000M08,2000,8,3.0,50,2000-08-03
228,2000M08,2000,8,4.0,52,2000-08-04
229,2000M08,2000,8,5.0,53,2000-08-05
230,2000M08,2000,8,6.0,49,2000-08-06
231,2000M08,2000,8,7.0,45,2000-08-07
232,2000M08,2000,8,8.0,44,2000-08-08
233,2000M08,2000,8,9.0,38,2000-08-09
234,2000M08,2000,8,10.0,48,2000-08-10
235,2000M08,2000,8,11.0,63,2000-08-11
236,2000M08,2000,8,12.0,53,2000-08-12
237,2000M08,2000,8,13.0,40,2000-08-13
238,2000M08,2000,8,14.0,46,2000-08-14
239,2000M08,2000,8,15.0,43,2000-08-15
240,2000M08,2000,8,16.0,41,2000-08-16
241,2000M08,2000,8,17.0,43,2000-08-17
242,2000M08,2000,8,18.0,40,2000-08-18
243,2000M08,2000,8,19.0,51,2000-08-19
244,2000M08,2000,8,20.0,60,2000-08-20
245,2000M08,2000,8,21.0,65,2000-08-21
246,2000M08,2000,8,22.0,62,2000-08-22
247,2000M08,2000,8,23.0,58,2000-08-23
248,2000M08,2000,8,24.0,41,2000-08-24
249,2000M08,2000,8,25.0,47,2000-08-25
250,2000M08,2000,8,26.0,34,2000-08-26
251,2000M08,2000,8,27.0,38,2000-08-27
252,2000M08,2000,8,28.0,57,2000-08-28
253,2000M08,2000,8,29.0,53,2000-08-29
254,2000M08,2000,8,30.0,34,2000-08-30
255,2000M08,2000,8,31.0,42,2000-08-31
257,2000M09,2000,9,1.0,50,2000-09-01
258,2000M09,2000,9,2.0,46,2000-09-02
259,2000M09,2000,9,3.0,53,2000-09-03
260,2000M09,2000,9,4.0,45,2000-09-04
261,2000M09,2000,9,5.0,51,2000-09-05
262,2000M09,2000,9,6.0,44,2000-09-06
263,2000M09,2000,9,7.0,44,2000-09-07
264,2000M09,2000,9,8.0,30,2000-09-08
265,2000M09,2000,9,9.0,56,2000-09-09
266,2000M09,2000,9,10.0,38,2000-09-10
267,2000M09,2000,9,11.0,43,2000-09-11
268,2000M09,2000,9,12.0,40,2000-09-12
269,2000M09,2000,9,13.0,44,2000-09-13
270,2000M09,2000,9,14.0,39,2000-09-14
271,2000M09,2000,9,15.0,53,2000-09-15
272,2000M09,2000,9,16.0,50,2000-09-16
273,2000M09,2000,9,17.0,47,2000-09-17
274,2000M09,2000,9,18.0,42,2000-09-18
275,2000M09,2000,9,19.0,35,2000-09-19
276,2000M09,2000,9,20.0,55,2000-09-20
277,2000M09,2000,9,21.0,49,2000-09-21
278,2000M09,2000,9,22.0,47,2000-09-22
279,2000M09,2000,9,23.0,49,2000-09-23
280,2000M09,2000,9,24.0,37,2000-09-24
281,2000M09,2000,9,25.0,43,2000-09-25
282,2000M09,2000,9,26.0,47,2000-09-26
283,2000M09,2000,9,27.0,42,2000-09-27
284,2000M09,2000,9,28.0,38,2000-09-28
285,2000M09,2000,9,29.0,36,2000-09-29
286,2000M09,2000,9,30.0,60,2000-09-30
289,2000M10,2000,10,1.0,54,2000-10-01
290,2000M10,2000,10,2.0,48,2000-10-02
291,2000M10,2000,10,3.0,54,2000-10-03
292,2000M10,2000,10,4.0,41,2000-10-04
293,2000M10,2000,10,5.0,48,2000-10-05
294,2000M10,2000,10,6.0,40,2000-10-06
295,2000M10,2000,10,7.0,40,2000-10-07
296,2000M10,2000,10,8.0,53,2000-10-08
297,2000M10,2000,10,9.0,37,2000-10-09
298,2000M10,2000,10,10.0,63,2000-10-10
299,2000M10,2000,10,11.0,72,2000-10-11
300,2000M10,2000,10,12.0,47,2000-10-12
301,2000M10,2000,10,13.0,54,2000-10-13
302,2000M10,2000,10,14.0,65,2000-10-14
303,2000M10,2000,10,15.0,43,2000-10-15
304,2000M10,2000,10,16.0,68,2000-10-16
305,2000M10,2000,10,17.0,53,2000-10-17
306,2000M10,2000,10,18.0,40,2000-10-18
307,2000M10,2000,10,19.0,35,2000-10-19
308,2000M10,2000,10,20.0,49,2000-10-20
309,2000M10,2000,10,21.0,50,2000-10-21
310,2000M10,2000,10,22.0,50,2000-10-22
311,2000M10,2000,10,23.0,56,2000-10-23
312,2000M10,2000,10,24.0,44,2000-10-24
313,2000M10,2000,10,25.0,59,2000-10-25
314,2000M10,2000,10,26.0,55,2000-10-26
315,2000M10,2000,10,27.0,44,2000-10-27
316,2000M10,2000,10,28.0,49,2000-10-28
317,2000M10,2000,10,29.0,52,2000-10-29
318,2000M10,2000,10,30.0,49,2000-10-30
319,2000M10,2000,10,31.0,35,2000-10-31
321,2000M11,2000,11,1.0,47,2000-11-01
322,2000M11,2000,11,2.0,60,2000-11-02
323,2000M11,2000,11,3.0,52,2000-11-03
324,2000M11,2000,11,4.0,57,2000-11-04
325,2000M11,2000,11,5.0,48,2000-11-05
326,2000M11,2000,11,6.0,51,2000-11-06
327,2000M11,2000,11,7.0,50,2000-11-07
328,2000M11,2000,11,8.0,54,2000-11-08
329,2000M11,2000,11,9.0,51,2000-11-09
330,2000M11,2000,11,10.0,51,2000-11-10
331,2000M11,2000,11,11.0,57,2000-11-11
332,2000M11,2000,11,12.0,45,2000-11-12
333,2000M11,2000,11,13.0,59,2000-11-13
334,2000M11,2000,11,14.0,63,2000-11-14
335,2000M11,2000,11,15.0,56,2000-11-15
336,2000M11,2000,11,16.0,51,2000-11-16
337,2000M11,2000,11,17.0,42,2000-11-17
338,2000M11,2000,11,18.0,44,2000-11-18
339,2000M11,2000,11,19.0,51,2000-11-19
340,2000M11,2000,11,20.0,45,2000-11-20
341,2000M11,2000,11,21.0,55,2000-11-21
342,2000M11,2000,11,22.0,41,2000-11-22
343,2000M11,2000,11,23.0,43,2000-11-23
344,2000M11,2000,11,24.0,55,2000-11-24
345,2000M11,2000,11,25.0,50,2000-11-25
346,2000M11,2000,11,26.0,56,2000-11-26
347,2000M11,2000,11,27.0,62,2000-11-27
348,2000M11,2000,11,28.0,41,2000-11-28
349,2000M11,2000,11,29.0,53,2000-11-29
350,2000M11,2000,11,30.0,48,2000-11-30
353,2000M12,2000,12,1.0,49,2000-12-01
354,2000M12,2000,12,2.0,51,2000-12-02
355,2000M12,2000,12,3.0,55,2000-12-03
356,2000M12,2000,12,4.0,46,2000-12-04
357,2000M12,2000,12,5.0,54,2000-12-05
358,2000M12,2000,12,6.0,41,2000-12-06
359,2000M12,2000,12,7.0,44,2000-12-07
360,2000M12,2000,12,8.0,58,2000-12-08
361,2000M12,2000,12,9.0,64,2000-12-09
362,2000M12,2000,12,10.0,54,2000-12-10
363,2000M12,2000,12,11.0,52,2000-12-11
364,2000M12,2000,12,12.0,52,2000-12-12
365,2000M12,2000,12,13.0,41,2000-12-13
366,2000M12,2000,12,14.0,49,2000-12-14
367,2000M12,2000,12,15.0,57,2000-12-15
368,2000M12,2000,12,16.0,50,2000-12-16
369,2000M12,2000,12,17.0,45,2000-12-17
370,2000M12,2000,12,18.0,41,2000-12-18
371,2000M12,2000,12,19.0,49,2000-12-19
372,2000M12,2000,12,20.0,52,2000-12-20
373,2000M12,2000,12,21.0,52,2000-12-21
374,2000M12,2000,12,22.0,68,2000-12-22
375,2000M12,2000,12,23.0,52,2000-12-23
376,2000M12,2000,12,24.0,56,2000-12-24
377,2000M12,2000,12,25.0,59,2000-12-25
378,2000M12,2000,12,26.0,63,2000-12-26
379,2000M12,2000,12,27.0,45,2000-12-27
380,2000M12,2000,12,28.0,69,2000-12-28
381,2000M12,2000,12,29.0,56,2000-12-29
382,2000M12,2000,12,30.0,46,2000-12-30
383,2000M12,2000,12,31.0,36,2000-12-31
385,2001M01,2001,1,1.0,68,2001-01-01
386,2001M01,2001,1,2.0,54,2001-01-02
387,2001M01,2001,1,3.0,46,2001-01-03
388,2001M01,2001,1,4.0,53,2001-01-04
389,2001M01,2001,1,5.0,53,2001-01-05
390,2001M01,2001,1,6.0,54,2001-01-06
391,2001M01,2001,1,7.0,64,2001-01-07
392,2001M01,2001,1,8.0,57,2001-01-08
393,2001M01,2001,1,9.0,49,2001-01-09
394,2001M01,2001,1,10.0,55,2001-01-10
395,2001M01,2001,1,11.0,56,2001-01-11
396,2001M01,2001,1,12.0,56,2001-01-12
397,2001M01,2001,1,13.0,42,2001-01-13
398,2001M01,2001,1,14.0,41,2001-01-14
399,2001M01,2001,1,15.0,62,2001-01-15
400,2001M01,2001,1,16.0,50,2001-01-16
401,2001M01,2001,1,17.0,49,2001-01-17
402,2001M01,2001,1,18.0,44,2001-01-18
403,2001M01,2001,1,19.0,55,2001-01-19
404,2001M01,2001,1,20.0,48,2001-01-20
405,2001M01,2001,1,21.0,42,2001-01-21
406,2001M01,2001,1,22.0,74,2001-01-22
407,2001M01,2001,1,23.0,49,2001-01-23
408,2001M01,2001,1,24.0,44,2001-01-24
409,2001M01,2001,1,25.0,63,2001-01-25
410,2001M01,2001,1,26.0,55,2001-01-26
411,2001M01,2001,1,27.0,52,2001-01-27
412,2001M01,2001,1,28.0,58,2001-01-28
413,2001M01,2001,1,29.0,57,2001-01-29
414,2001M01,2001,1,30.0,57,2001-01-30
415,2001M01,2001,1,31.0,50,2001-01-31
417,2001M02,2001,2,1.0,60,2001-02-01
418,2001M02,2001,2,2.0,47,2001-02-02
419,2001M02,2001,2,3.0,51,2001-02-03
420,2001M02,2001,2,4.0,50,2001-02-04
421,2001M02,2001,2,5.0,60,2001-02-05
422,2001M02,2001,2,6.0,50,2001-02-06
423,2001M02,2001,2,7.0,55,2001-02-07
424,2001M02,2001,2,8.0,66,2001-02-08
425,2001M02,2001,2,9.0,46,2001-02-09
426,2001M02,2001,2,10.0,48,2001-02-10
427,2001M02,2001,2,11.0,60,2001-02-11
428,2001M02,2001,2,12.0,54,2001-02-12
429,2001M02,2001,2,13.0,45,2001-02-13
430,2001M02,2001,2,14.0,50,2001-02-14
431,2001M02,2001,2,15.0,49,2001-02-15
432,2001M02,2001,2,16.0,55,2001-02-16
433,2001M02,2001,2,17.0,59,2001-02-17
434,2001M02,2001,2,18.0,51,2001-02-18
435,2001M02,2001,2,19.0,61,2001-02-19
436,2001M02,2001,2,20.0,53,2001-02-20
437,2001M02,2001,2,21.0,55,2001-02-21
438,2001M02,2001,2,22.0,52,2001-02-22
439,2001M02,2001,2,23.0,55,2001-02-23
440,2001M02,2001,2,24.0,57,2001-02-24
441,2001M02,2001,2,25.0,53,2001-02-25
442,2001M02,2001,2,26.0,42,2001-02-26
443,2001M02,2001,2,27.0,63,2001-02-27
444,2001M02,2001,2,28.0,54,2001-02-28
449,2001M03,2001,3,1.0,64,2001-03-01
450,2001M03,2001,3,2.0,63,2001-03-02
451,2001M03,2001,3,3.0,49,2001-03-03
452,2001M03,2001,3,4.0,59,2001-03-04
453,2001M03,2001,3,5.0,45,2001-03-05
454,2001M03,2001,3,6.0,50,2001-03-06
455,2001M03,2001,3,7.0,39,2001-03-07
456,2001M03,2001,3,8.0,55,2001-03-08
457,2001M03,2001,3,9.0,50,2001-03-09
458,2001M03,2001,3,10.0,64,2001-03-10
459,2001M03,2001,3,11.0,47,2001-03-11
460,2001M03,2001,3,12.0,68,2001-03-12
461,2001M03,2001,3,13.0,53,2001-03-13
462,2001M03,2001,3,14.0,45,2001-03-14
463,2001M03,2001,3,15.0,34,2001-03-15
464,2001M03,2001,3,16.0,41,2001-03-16
465,2001M03,2001,3,17.0,54,2001-03-17
466,2001M03,2001,3,18.0,39,2001-03-18
467,2001M03,2001,3,19.0,59,2001-03-19
468,2001M03,2001,3,20.0,49,2001-03-20
469,2001M03,2001,3,21.0,52,2001-03-21
470,2001M03,2001,3,22.0,41,2001-03-22
471,2001M03,2001,3,23.0,41,2001-03-23
472,2001M03,2001,3,24.0,54,2001-03-24
473,2001M03,2001,3,25.0,58,2001-03-25
474,2001M03,2001,3,26.0,58,2001-03-26
475,2001M03,2001,3,27.0,58,2001-03-27
476,2001M03,2001,3,28.0,47,2001-03-28
477,2001M03,2001,3,29.0,38,2001-03-29
478,2001M03,2001,3,30.0,54,2001-03-30
479,2001M03,2001,3,31.0,48,2001-03-31
481,2001M04,2001,4,1.0,45,2001-04-01
482,2001M04,2001,4,2.0,49,2001-04-02
483,2001M04,2001,4,3.0,52,2001-04-03
484,2001M04,2001,4,4.0,52,2001-04-04
485,2001M04,2001,4,5.0,38,2001-04-05
486,2001M04,2001,4,6.0,60,2001-04-06
487,2001M04,2001,4,7.0,42,2001-04-07
488,2001M04,2001,4,8.0,50,2001-04-08
489,2001M04,2001,4,9.0,58,2001-04-09
490,2001M04,2001,4,10.0,48,2001-04-10
491,2001M04,2001,4,11.0,58,2001-04-11
492,2001M04,2001,4,12.0,41,2001-04-12
493,2001M04,2001,4,13.0,48,2001-04-13
494,2001M04,2001,4,14.0,62,2001-04-14
495,2001M04,2001,4,15.0,47,2001-04-15
496,2001M04,2001,4,16.0,57,2001-04-16
497,2001M04,2001,4,17.0,54,2001-04-17
498,2001M04,2001,4,18.0,55,2001-04-18
499,2001M04,2001,4,19.0,45,2001-04-19
500,2001M04,2001,4,20.0,65,2001-04-20
501,2001M04,2001,4,21.0,45,2001-04-21
502,2001M04,2001,4,22.0,57,2001-04-22
503,2001M04,2001,4,23.0,53,2001-04-23
504,2001M04,2001,4,24.0,58,2001-04-24
505,2001M04,2001,4,25.0,56,2001-04-25
506,2001M04,2001,4,26.0,66,2001-04-26
507,2001M04,2001,4,27.0,51,2001-04-27
508,2001M04,2001,4,28.0,36,2001-04-28
509,2001M04,2001,4,29.0,58,2001-04-29
510,2001M04,2001,4,30.0,53,2001-04-30
513,2001M05,2001,5,1.0,49,2001-05-01
514,2001M05,2001,5,2.0,50,2001-05-02
515,2001M05,2001,5,3.0,58,2001-05-03
516,2001M05,2001,5,4.0,49,2001-05-04
517,2001M05,2001,5,5.0,54,2001-05-05
518,2001M05,2001,5,6.0,50,2001-05-06
519,2001M05,2001,5,7.0,49,2001-05-07
520,2001M05,2001,5,8.0,46,2001-05-08
521,2001M05,2001,5,9.0,50,2001-05-09
522,2001M05,2001,5,10.0,49,2001-05-10
523,2001M05,2001,5,11.0,60,2001-05-11
524,2001M05,2001,5,12.0,49,2001-05-12
525,2001M05,2001,5,13.0,58,2001-05-13
526,2001M05,2001,5,14.0,54,2001-05-14
527,2001M05,2001,5,15.0,45,2001-05-15
528,2001M05,2001,5,16.0,45,2001-05-16
529,2001M05,2001,5,17.0,50,2001-05-17
530,2001M05,2001,5,18.0,49,2001-05-18
531,2001M05,2001,5,19.0,45,2001-05-19
532,2001M05,2001,5,20.0,46,2001-05-20
533,2001M05,2001,5,21.0,45,2001-05-21
534,2001M05,2001,5,22.0,47,2001-05-22
535,2001M05,2001,5,23.0,48,2001-05-23
536,2001M05,2001,5,24.0,53,2001-05-24
537,2001M05,2001,5,25.0,53,2001-05-25
538,2001M05,2001,5,26.0,55,2001-05-26
539,2001M05,2001,5,27.0,40,2001-05-27
540,2001M05,2001,5,28.0,54,2001-05-28
541,2001M05,2001,5,29.0,65,2001-05-29
542,2001M05,2001,5,30.0,74,2001-05-30
543,2001M05,2001,5,31.0,49,2001-05-31
545,2001M06,2001,6,1.0,56,2001-06-01
546,2001M06,2001,6,2.0,50,2001-06-02
547,2001M06,2001,6,3.0,42,2001-06-03
548,2001M06,2001,6,4.0,55,2001-06-04
549,2001M06,2001,6,5.0,48,2001-06-05
550,2001M06,2001,6,6.0,52,2001-06-06
551,2001M06,2001,6,7.0,38,2001-06-07
552,2001M06,2001,6,8.0,47,2001-06-08
553,2001M06,2001,6,9.0,37,2001-06-09
554,2001M06,2001,6,10.0,45,2001-06-10
555,2001M06,2001,6,11.0,62,2001-06-11
556,2001M06,2001,6,12.0,46,2001-06-12
557,2001M06,2001,6,13.0,44,2001-06-13
558,2001M06,2001,6,14.0,41,2001-06-14
559,2001M06,2001,6,15.0,60,2001-06-15
560,2001M06,2001,6,16.0,53,2001-06-16
561,2001M06,2001,6,17.0,51,2001-06-17
562,2001M06,2001,6,18.0,45,2001-06-18
563,2001M06,2001,6,19.0,51,2001-06-19
564,2001M06,2001,6,20.0,44,2001-06-20
565,2001M06,2001,6,21.0,58,2001-06-21
566,2001M06,2001,6,22.0,50,2001-06-22
567,2001M06,2001,6,23.0,42,2001-06-23
568,2001M06,2001,6,24.0,44,2001-06-24
569,2001M06,2001,6,25.0,42,2001-06-25
570,2001M06,2001,6,26.0,48,2001-06-26
571,2001M06,2001,6,27.0,44,2001-06-27
572,2001M06,2001,6,28.0,52,2001-06-28
573,2001M06,2001,6,29.0,44,2001-06-29
574,2001M06,2001,6,30.0,51,2001-06-30
577,2001M07,2001,7,1.0,36,2001-07-01
578,2001M07,2001,7,2.0,50,2001-07-02
579,2001M07,2001,7,3.0,44,2001-07-03
580,2001M07,2001,7,4.0,49,2001-07-04
581,2001M07,2001,7,5.0,53,2001-07-05
582,2001M07,2001,7,6.0,66,2001-07-06
583,2001M07,2001,7,7.0,55,2001-07-07
584,2001M07,2001,7,8.0,57,2001-07-08
585,2001M07,2001,7,9.0,44,2001-07-09
586,2001M07,2001,7,10.0,47,2001-07-10
587,2001M07,2001,7,11.0,49,2001-07-11
588,2001M07,2001,7,12.0,46,2001-07-12
